molecule,smiles,condition,validity,unique,novelty
<rdkit.Chem.rdchem.Mol object at 0x7fed1473fb20>,CCCCC1(C#N)C(=O)CCC1CC,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed1473fa30>,CCCCC(CCC)C(C)CC=O,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed1473f210>,CCCC1C(C)(C)C1(C#N)CCC=O,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed1473f350>,COC(=O)C(C)OC(C)C(C)C,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed1473ff30>,CCCCCC(C)(C=O)C(=O)CC#N,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed1473fe40>,COC(=O)C1(CC(C)(C)C)CC1,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed1473fd50>,CCCCCC(C)C(=O)CCl,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed1473fc60>,CCOC(=O)C(C=O)CC1CC1,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d989620>,CCCCSC(CC)CCC,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed1473fa80>,CCCOC1CC(C)C(=O)C(C)(C)C1,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed1473fb70>,CCC(C)(C)CC,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed1473f8f0>,CCCC(CC)CCCCCC=O,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed1473f850>,CCCC(CC)C1(C(=O)OC)CC1,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed1473f7b0>,CCC1(C)CC(C)C(C=O)C1,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed1473f760>,CCC1(CCC(=O)CC(=O)OC)CC1,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed1473f990>,C=C/C=C/C=C,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bf080>,CC1CC(=O)C(C)(C)CCC1=O,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bf0d0>,CC12CCC1(C)OC(=O)C2,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bf120>,CCC(C)(C=O)CCCCOC(C)=O,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bf170>,COCCOc1cc(C#N)c2c(c1)ONO2,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bf1c0>,CCOC(=O)C(C)(CC=O)C(=O)C(C)=O,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bf030>,CCCCOCCCC(F)F,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bf260>,COC(=O)C(C)(C)C(C)(C)C(=O)OC,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bf2b0>,COC(=O)C(C)OC(=O)OC(C)C,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bf300>,CCC(=O)C(C)C(C=O)CCCC#N,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bf350>,CCC(CSC)CC(C)C(C)C,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bf3a0>,CCCCC1CC2COC1(C)C2,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bf3f0>,CCCCC(C)CC(CC)CC#N,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bf440>,CCC(Cl)(Cl)C1C(=O)OC1=O,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bf490>,CCCCCCC(=O)CC(C)C#N,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bf4e0>,COC(=O)C(C)CC(C(C)=O)C(C)C,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bf210>,Cc1ccsc1C(=O)O,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bf580>,CCC(C)C(COC(C)=O)N(C)C,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bf5d0>,CN[C@@H]1C=COC=C1O,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bf620>,CCCCC(C)CC(C)OC=O,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bf670>,CCCCC(C)(CC=O)SC#N,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bf6c0>,CCCC(C)C(CC)C(C)C(C)C,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bf710>,CC[SiH]C[SiH2][SiH],5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bf760>,CCC1(C)C(C)C1(C=O)CC,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bf7b0>,CC(=O)CC(C)OCCCCCC=O,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bf800>,CCC12CC(CC(C)=O)C1C2OC,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bf850>,CCOC(=O)CC(F)C(CC)CC,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bf8a0>,CC(C)C(CC#N)C1CCC1,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bf530>,CNc1sccc1N,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bf8f0>,CCCS(C)(=O)=O,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bf990>,O=C(O)C1=CSC(C(=O)O)=CS1,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bf9e0>,CCC1(C)CC(=O)CC(C)CCC1=O,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bfa30>,CCCCCC(CC=O)C(CC)CC,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bfa80>,CNc1ccc2c(c1)ONO2,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bfad0>,CC(=O)CCC1(C)CC1(C)C,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bfb20>,CCC(CC)CC(=O)C(C)C(=O)OC,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bfb70>,CCCC(CCC=O)C(C)CC,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bfbc0>,CCC(C)CCCC(C#N)C=O,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bfc10>,CCCC1OC(=O)C(CC)C1C,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bfc60>,CCCC(F)CCC(C)CC=O,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bfcb0>,CCC(CC)CC(CC)C(C)=O,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bfd00>,COC1CC(=O)OC(C)C(C(C)=O)C1,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bfd50>,CCCC(C=O)(C(=O)OC)C(C)C,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bf940>,CC1CCS1,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bfdf0>,CCC1(C)C2C3CC3C21,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bfda0>,CCCCC(CP)CCC,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bfe90>,CCC(C)CCCCC(C)(F)F,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bfee0>,C=CC1=COC=C[C@H]1C,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bff30>,CCC1(C(C)CC=O)OC(C)C1=O,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bff80>,COC(=O)CC(C)OC(=O)C1CC1,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9ad030>,CCC(=O)C(CC)(CC)SC,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9ad080>,CCCCC(C#N)CC(CC)CCC,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9ad0d0>,CCCC(C)COC(CC)CCC,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9ad120>,CC(=O)CCC(=O)CSC(C)C,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9ad170>,CCCCC1CCC(CC)(OC)OO1,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9bfe40>,CCCCOBCC=O,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9ad210>,CCC1C(=O)OCOC(=O)C1CC,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9ad260>,CCCCCC1(OC(C)=O)CCC1,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9ad2b0>,CCCC1C(C)C1CCC(C)C,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9ad300>,CCC(C)CCC(OC)C(CC)CC,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9ad350>,CCCC(CC)C(C)(C)[Si]OCC,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9ad3a0>,CCCC(C)(CCC)OC(C)=O,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9ad3f0>,CCCOC(=O)C1(C#N)CC(C)(CC=O)C1,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9ad440>,CCC(=O)C1CC(C#N)CC1C#N,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9ad490>,CCCC(CC)C(C)C(C)CC#N,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9ad580>,CCCCCCC(C)C(C)C#N,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9ad4e0>,CCCC(CCC#N)C(F)F,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9ad1c0>,COOC(C)C(=O)CCl,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9ad5d0>,CC(=O)C1CC1(C=O)OCCC(C)C,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9ad620>,COC(=O)C(C)OC(=O)C(C)C(C)(C)C,5.0,0.991,0.973,0.842
<rdkit.Chem.rdchem.Mol object at 0x7fed0d9ad670>,CCCC(CCC(C)=O)C(C)C#N,5.0,0.991,0.973,0.842
