molecule,smiles,condition,validity,unique,novelty
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce8eb20>,CCCC1C(C)C2CC3C4CCCCC4CC(C)C1C23,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce8e670>,CC(C)CC(C)C1CCC2C3CC(C4C(C)CCC34)C12,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce8e490>,CCC1CC2C3CCC3C3CC3C2C1,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce8e3f0>,COCC(C)OC(=O)OCC(CCN(C)C)CC(C)C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce8e580>,COC(C)(C)C1C2CCC(OC(=O)O2)C(C)CN1C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce8e350>,CC1CCCC2OC2(C(C(C)C)N(C)C)OC(=O)O1,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce8e0d0>,CC(C)C1CCCCC(=O)C(C)N1C=O,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce8ef30>,CCCSC(=O)C1(CC(=O)CC)CCCC1,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce8ee40>,CCC(C)(CC)C(C)(CC)OC(C=O)C(C)C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce8ed50>,CCCCCC(C)(P)CCCCCC=O,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce8ec60>,CCC12CC(C)C3(C)COC(C1)C23C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce8eb70>,CCC1CCC(C)C1CN(C)CC1COC(=O)O1,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce8ea80>,CC1CCC1C1C(C)CC2C(C)C21,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce8e2b0>,CC1CC2CC1C1C(C)C3CC(C)C3C(C)C21C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce8e990>,CC1CCC(CN(C)C(=O)C2C(CF)C2(C)C)C1,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce8e7b0>,CCC1CCC(C(=O)S(C)=O)C1(C)C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce8e6c0>,CCCCCCC[Si](CCCC(C)CC)(OC)OC,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce8e8a0>,CN1CCC(C(C)(C)CS(C)(=O)=O)CC1C=O,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce8e5d0>,CCC1(OC)CC(C(C)C2COC(=O)O2)C(N(C)C)C1,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce8e440>,CC1CC(N(C)C)C1OCC1(C)CCOC(=O)O1,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce8e4e0>,COC1CC(C)C(OC(=O)OCC(C)C)C1N(C)C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce8e300>,CCOC(=O)OCCCN(C)CC(=O)CCOC,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce8e1c0>,CCCCCC(C#N)SC(C)C(C)C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce8e3a0>,CCCCCCSC=O,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce8e210>,CCCCCCSCCCl,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce8e120>,CCCC1(C(C)(C)N(C)C)OC(=O)OCC1C(C)=O,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce88f80>,CCOCC1(C2(CC)COC(=O)O2)CCCN1C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce88e90>,CCCN(CCCC(CC)CC)C(=O)CC(C)=O,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce88da0>,CCC1(CCOC)CCN(C)CC1(C)OC(=O)OC,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce8e030>,COC1(C(C)(C)CN(C)C)CC2(C)CC1OC(=O)O2,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce88cb0>,CCC(C)C(C)[Si](OC(C)C)(OC(C)(C)C)C(C)C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce88ad0>,CCCCN(C)C(CC)CCOC(=O)OCC=O,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce889e0>,CSCCCC(=O)CC(C)C(C)(C)CC(C)C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce888f0>,CCC1CC1C1(C)CC(OC)C1C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce88bc0>,CC(C)C(C)(C)C1C(C)C1(C)CCC1(C)CC1,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce88710>,CCCC(C)C1C2CC(CC2OC)C1C(C)CC,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce88800>,CCC(OC(=O)OC)C(C(C)C#N)C(COC)N(C)C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce88530>,CCCC12C(CCC1(CC)C(CC)CC)C2OC,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce88440>,CC1(C)CC2C3CC(C4CCCC4)C3CC21,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce88350>,COC1COC(=O)OCCN(C)C2(CCCC2C)C1,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce88260>,CCC1CCOCOC(=O)OCC1(C)N(C)CC,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce88170>,CCCC(C(C)C(OC)C1COC(=O)O1)N(C)C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce88080>,CCOC(=O)OCC(C)C(C)OCCCCN(C)C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce88620>,CCC1CN(C)CCC2C3CS(=O)(=O)C(C)(C)C123,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce88df0>,CCCCC[SiH](OC)C(C)C(C)CCCC,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce88ee0>,CCC(C)(C=O)C1CC(C)N(C)CS(=O)(=O)C1C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce88c10>,CCSC(C)C(=O)OCC(C)C(C)C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce88b20>,CCC12CC3C4CC(C)C41CC1CCC2C13C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce88a30>,CCCCCC(C)CCC(C)N(C)CS(C)(=O)=O,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce88940>,CCCCCCC(C)SCC(C)CCCCC(C)C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce88850>,C1CC1C1CC2CC1CC21CC1,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce88760>,CCSC(C)(C#N)CC1CCC(C)CC1,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce88670>,CCC(=O)OC(C)SCOC(=O)OCCN(C)CC,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce88d00>,CN(C)CCC(=O)C(=O)C(C)(C)CCC(C)(C)C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce88490>,CCCC(C)OC(=O)OCCCOCCCN(C)C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce883a0>,CCCCCC(CN(C)C)OC(=O)OCC,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce882b0>,CCCCC(C)CCN(C)CC(F)(F)F,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce881c0>,CCC1(OC)CN(C)C1C(C)COC(=O)OC,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce880d0>,CCC(C(C)(C)CC)C(C)(C)C1C2CCC1C2,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ce88580>,CC(C)N1CC(C2CCC(C=O)C2)S(=O)(=O)C1,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff323c3e580>,CCCCC(COC)CC1(CCC)CO1,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff323c3e530>,CCC1(C(=O)OC)CCC(SC)C1(C)C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff323c3ef30>,CCOC(=O)OCCC(C)N(C)CC(C=O)CC,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff323c3ee40>,CCCCC(CCCCPC)CCCCC(C)CC,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff323c3ed50>,CCOC(=O)OC(CC)CCCCC(C)CN(C)C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff323c3ec60>,CCCCCCCCC(CC)CCCSCC,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff323c3eb70>,CCCCC(C(=O)CCS(C)(=O)=O)N(C)CC,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff323c3ea80>,CC1CC2C1CC2C1(N(C)C)COC(=O)OC1,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff323c3e260>,CCCC(C1OC(=O)OCC(C)C1C)N(C)CC,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff323c3e3f0>,CC(C)C1CC2CC1N(C1CCS1(=O)=O)C2C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff323c3e7b0>,CCC(C=O)(CC)C(C=O)N(C)C(C)COC(=O)OC,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff323c3ef80>,COCCOC(=O)OC(C=O)(CCN(C)C)C(C)C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff323c3ee90>,COC1CC2OC(=O)OC2C(C)C1N(C)C(C)C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff323c3e3a0>,CCC(C)(C)C1(C)OOC(C)(C(C)(C)C)C1C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff323c3ecb0>,CC(C)CC(C=O)(C=O)CCCC(C)N(C)C=O,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff323c3ebc0>,CCC(C)CCC(C)C(CC)CP,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff323c3eda0>,COCCCOC(=O)OC(C)(C(=O)OC)C(C)N(C)C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff323c3e9e0>,COC(=O)OC(C)C1C(C)CCC1N(C)CC=O,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff323c3e940>,CN1CC2COC(=O)OC(C)(CC1C#N)CN2C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff323c3e8a0>,CCCCC(CC(C)CCS(=O)(=O)CC)N(C)C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff323c3e800>,CCC(CC)C[Si](CCC(F)(F)F)(OC)OC,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff323c3ead0>,CC1C23CCC24C3CCC2C13C1(C)CC5CC(C)(C1)C5C243,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebe030>,CC(CP)CCC(C)C1CCCC1C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebe080>,CCC(CCC=O)N(C)CC(F)F,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebe0d0>,CC1COC(=O)OC2CS(=O)CC1C2N(C)C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebe120>,COC(C)(CCC(C)=O)C(C)C1C(=O)CC1C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebe170>,CCN1CC2COC(=O)OCC2C1C(C)COC,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebe1c0>,CCCC(OC(=O)OC(C)C=O)C(C)N(C)C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff323c3e6c0>,CCC1C2C(C)C3CC(C)(C)C(C)C3(C)C2(C)C1(C)C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebe210>,COC(CC(CC(C)C)C1(C)COC(=O)O1)CN(C)C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebe260>,CC(C)CC1(C)OC(=O)OCC(C)(C)C1N(C)C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebe300>,CCC1CCCC2C(C)C3C4CCC(C4=O)C3C12,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebe350>,CC1C(C)C2(CC3C4CCC2(C4)C3C)C1C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebe3a0>,CCCCCCC(C)SC(C)C(C)CC#N,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebe3f0>,CCC(=O)SCCCC(CC(C)=O)C(C)=O,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebe440>,CCCOC(=O)OCC(OC(C)C)C(C)CN(C)C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebe490>,CCOC(=O)C(=O)SCC,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebe4e0>,CN1CC1C1CCC(CC(C)(C)C)OC(=O)O1,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebe2b0>,CCC(C1OC(=O)OCC(C)(OC)C1C(C)C)N(C)C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebe580>,COOOSCCCCCC(=O)CC=O,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebe530>,COC(C)C1CCCC(C)(N(C)C)C2OC(=O)OCC12,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebe620>,CCC(C)CC1CC1CC(C)C1CC1C1(C)CC1C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebe670>,COC(=O)OC1OC(C(C)C)CN(C)C1C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebe6c0>,CCCC(CCC)O[Si](CC)(CCC)OCC,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebe710>,CC1COC(=O)OCC(C)(N(C)C)C(C)OC1,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebe760>,CCOC(=O)OCC(C)COCC(CC)CN(C)C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebe7b0>,CCOC(=O)OCC(C)C(CC(CC)OC)N(C)C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebe800>,CSCCC(CCl)C1CCC1,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebe850>,CCCCC(CCN(C)C)OC(=O)OC(C)CCOC,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebe8a0>,CCCC(C)CCCC(C)OC(=O)OCCN(C)CCC,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebe8f0>,CC1CC2C3C(C)C(C)C3(C)C2(C)C1C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebe940>,CC1OC(=O)OC1(C)C1(C)CCOCCCN1C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebe990>,CC(C)C(C)C12CC3CCC3C1C2C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebe9e0>,CCCOC(=O)OC(CC)CCCN(C)C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebe5d0>,CCCCOC(=O)OC12CC(OC1C)C(N(C)C)C2,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebea80>,CCC[Al](C)C1CCC(C(CC)CCCC#N)C1C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebead0>,CCCCC1OC(=O)OCC1N(C)CC(C)CC,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebea30>,CCC(C)(CC)C(C)(C)C(C)(C)C(C)(C)C(C)C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebeb20>,CCCC1(C)C(=O)C(C)(OC)C(C)(CCC)C1C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebebc0>,CCC1C2CC(C)C3C(OC)CC(C)(C2)C13C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebeb70>,CCC1(S(C)(=O)=O)CC(=O)C1N(C)CC(C)C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebec10>,CCC1CC2C1C1CC3CC4CCCC2C2(C4)C3CCC12,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebecb0>,CCCOCCCCOC(=O)OC(C)CCN(C)C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebed00>,CCCCC(OCCC)OC(=O)OCCN(C)C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebed50>,CCCCCCCCCSC(CCC)CCCCC,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebec60>,CCC(CCC(C)S(=O)(=O)N(C)C)C(C)C(C)C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebedf0>,COC(=O)OC(CCl)CCC(C)C1CCN(C)C1,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebee40>,N=C(O)C1=C[C@H](C(=N)O)C=CO1,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebee90>,CCCCCCCOC(=O)OCCCCCCN(C)CC,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebeee0>,CCC(C1CCC1)C1CC1OC,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebef30>,CCC1CC2(C)C3C(C)C(C)(C3C)C2C1C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebef80>,CCC(C)CCC(=O)COSC,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31cebeda0>,CCC1N(C)C(=O)CC(C)CC2(C)CC1(C)C2,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ceb4030>,CCC1OC(=O)OC1C12COCC1C(N(C)C)CN2C,5.0,0.984,0.993,0.962
<rdkit.Chem.rdchem.Mol object at 0x7ff31ceb4080>,CC1C2CS(=O)(=O)C(C)CC(C)(C)C1(C)CN2C,5.0,0.984,0.993,0.962
