molecule,smiles,condition,validity,unique,novelty
<rdkit.Chem.rdchem.Mol object at 0x7f60a077f490>,CCCCC(F)(F)C(=O)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077f3a0>,CC(=O)CC(F)(F)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077f2b0>,CCCCC(C)C(=O)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077f1c0>,CC(C)C(=O)C(F)(F)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077f0d0>,CC(CC(F)(F)F)C(=O)Cl,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077ff30>,CCC(=O)C(C)(C)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077fe40>,CC(=O)C(C)(C)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077fd50>,CC(=O)CCC(F)(F)Cl,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077fc60>,O=C(OCC(F)(F)F)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077fb70>,COC(=O)C(F)(F)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077fa80>,CC(C)OC(=O)C(F)(F)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077f990>,CC(=O)C(C)(C)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077f8a0>,CC(=O)CC(F)(F)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077f7b0>,CC(=O)CC(F)(F)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077f6c0>,O=C(O)C(F)(F)C(F)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077f5d0>,CC(=O)CC(F)(F)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077f4e0>,CSC(=O)C(F)(F)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077f3f0>,CC(C)(C(=O)Cl)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077f300>,CC(C)(C)CC(=O)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077f210>,CC(C)C(=O)C(F)(F)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077f120>,CC(=O)CC(C)(C)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077f030>,CC(F)(F)CCC(=O)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077af80>,CCC(F)(F)C(F)(F)CCC=O,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077ae90>,CC(=O)CCC(F)(F)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077ada0>,CCCC(C)C(=O)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077acb0>,CC(F)C(=O)CCC(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077abc0>,CCCC(=O)C(F)(F)C(C)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077aad0>,CC(=O)C(C)(C)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077a9e0>,CC(C)CCC(=O)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077a8f0>,CCCCC(=O)C(F)(F)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077a800>,CC(=O)C(C)(C)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077a760>,CC(=O)CC(F)(F)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077a6c0>,CC(=O)CC(F)(F)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077a620>,CCCC(=O)CC(F)(F)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077a440>,CCC(=O)CC(F)(F)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077a350>,CO[B]C(F)C(F)(F)C(=O)OC,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077a260>,CC(=O)CCCC(F)(F)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077a170>,CC(C)C(=O)C(F)(F)C(C)C,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077a080>,FC(F)(F)C(Cl)Cl,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077aee0>,CCC(F)(F)C(=O)C(C)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077adf0>,CCCCC(=O)C(F)(F)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077ad00>,CC(=O)C(C)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077ac10>,CC(=O)CC(F)(F)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077ab20>,CC(=O)CCC(F)(F)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077aa30>,CC(=O)C1CCC(F)(F)C(F)(F)C1,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077a940>,CCC(=O)C(F)(F)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077a850>,CCC(=O)CC(C)(C)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077a7b0>,CC(=O)CC(F)(F)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077a710>,COC(=O)C(F)(F)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077a670>,CCCC(F)(F)C(=O)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077a530>,CC(C)(C(=O)Cl)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077a580>,CCCC(=O)C(F)(F)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077a490>,CCC(CC)C(=O)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077a3a0>,CC(C)(Cl)C(=O)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077a2b0>,CC(=O)CC(F)(F)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077a1c0>,CC(=O)CC(F)(F)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a077a0d0>,CCCC(=O)C(C)(F)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0773f30>,FC(F)(Cl)C(Cl)Cl,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0773e40>,CC(C)C(=O)C(F)(F)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0773d50>,COC(=O)C(F)(F)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0773c60>,CC(=O)CCC(F)(F)C(C)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0773b70>,CC(C)C(=O)CC(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0773a80>,CC(C)(C=O)C(F)(F)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0773990>,CCCCC(F)(F)C(=O)C(C)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a07738a0>,CC(C)C(=O)C(F)(F)C(C)C,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a07737b0>,CC(=O)CCC(F)(F)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a07736c0>,CC(C)(CC=O)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a07735d0>,CC(C)C(=O)C(F)(F)C(C)C,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a07734e0>,CC(=O)C(C)CC(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a07733f0>,CCC(=O)CC(F)(F)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0773300>,O=C(CCl)C(F)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0773210>,CC(C)(C=O)CC(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0773120>,CC(C)(C)C(=O)C(F)(F)Cl,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0773030>,CCS(=O)(=O)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0773f80>,CC(C)C(=O)C(F)(F)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0773e90>,CCC(=O)C(C)(C)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0773da0>,CC(=O)CC(C)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0773cb0>,CC(=O)C(F)(F)C(F)(F)CC(C)C,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0773bc0>,CC(C)CCCC(=O)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0773ad0>,CC(=O)CCC(F)(F)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60ba307ee0>,CC(Cl)(Cl)CCCl,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a07738f0>,CC(=O)CC(C)(C)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0773800>,CCC(C)C(=O)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0773710>,CC(=O)C(C)(C)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0773620>,CC(C)CS(=O)(=O)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a07739e0>,CCC(C)=O,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0773440>,CC(=O)CCC(F)(F)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0773350>,CC(C)C(=O)C(F)(F)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0773260>,CCC(C)C(=O)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0773170>,CC(C)(CC=O)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0773080>,CCC(=O)C(F)(F)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0763710>,CC(C(=O)OC(F)(F)F)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a07638a0>,CC(=O)CCC(C)C(F)(F)Cl,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0763850>,CCCC(F)(F)C(=O)C(C)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0763ee0>,CC(=O)CC(F)(F)C(C)(C)C,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0773530>,FC(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0763580>,CC(C)C(=O)CC(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0763b20>,CC(F)(F)CCCC(=O)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0763260>,CC(C)(F)C(=O)C(F)(F)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0763080>,O=C(O)C(F)(F)C(F)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0763120>,CC(=O)C(C)(C)C(F)(F)C(C)C,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0763170>,CC(C)(C=O)CCC(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0763210>,CC(C)(C)CC(=O)C(F)(F)Cl,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a07636c0>,CCC(=O)CC(F)(F)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0763f30>,CC(C)(C)OC(=O)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0763df0>,ClCCl,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0763d50>,CC(C)(CC=O)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0763cb0>,CCC(=O)C(F)(F)C(C)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0763c10>,CC(=O)CC(C)(C)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0763b70>,CCC(=O)C(C(C)C)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0763ad0>,CC(F)(F)CC(=O)C(C)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0799030>,CC(=O)CC(F)(F)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0799080>,COC(=O)C(F)(F)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a07990d0>,COC(=O)C(F)(F)C(C)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0799120>,CC(F)(F)C(=O)CCC(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0799170>,CC(C)CC(=O)C(F)(F)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a07991c0>,CC(C)OC(=O)C(F)(F)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0799210>,C[B]C(F)C(=O)CC(F)(F)CCC,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0799260>,CC(C)(C=O)C(F)(F)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a07992b0>,CC(=O)CC(F)(F)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0799300>,N#CC(Cl)C(F)(F)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0799350>,CC(=O)CC(F)(F)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a07993a0>,CCC(=O)CC(F)(F)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a07993f0>,N#CC(CCl)C(Cl)(Cl)Cl,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0799440>,CC(=O)C1CC(F)(F)C(F)(F)C1,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0799490>,CC(=O)CCC(F)(F)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a07994e0>,CC(C)C(C)C(=O)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0799530>,CCC(=O)C(C)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0799580>,CCC(F)(F)CCC(=O)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a07995d0>,CC(F)(F)CCC(=O)C(C)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0799620>,CC(=O)CCC(F)(F)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0799670>,CC(=O)OCC(F)(F)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a07996c0>,COC(=O)C(OC)C(F)(F)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0799710>,CC(F)CC(F)(F)C(=O)C(C)C,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0799760>,CC(C)C(=O)C(F)(F)C(C)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a07997b0>,CC(C)CCC(F)(F)C(=O)Cl,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0799800>,CCC(F)(F)CCCC(=O)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0799850>,CC(C)S(=O)(=O)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a07998a0>,CC(=O)CCC(F)(F)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a07998f0>,CCCC(=O)C(F)(F)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0799940>,CC(C)CCC(=O)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0799990>,CC(C)C(=O)C(F)(F)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a07999e0>,CCC(C)(C)C(=O)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0799a30>,CC(F)(F)CC(=O)CC(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0799a80>,CC(CC(F)(F)F)C(=O)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0799ad0>,CC(C)C(=O)C(F)(F)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0799b20>,CC(=O)CC(C)(F)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0799b70>,CC(C)(C)C(=O)C(C)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0799bc0>,CC(C)(C)CCC(=O)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0799c10>,CCC(=O)C(C)(C)C(F)(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0799c60>,CC(C(=O)C(F)(F)F)C(C)(C)C,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
<rdkit.Chem.rdchem.Mol object at 0x7f60a0799cb0>,CC(=O)CC(=O)C(F)(F)C(F)F,"(5.0, 5.0, 5.0)",0.976,0.146,0.933
