molecule,smiles,condition,validity,unique,novelty
<rdkit.Chem.rdchem.Mol object at 0x7efe3a3f49e0>,CCCC(C)(F)C(C)C,"(5.0, 5.0, 5.0)",0.996,0.512,0.849
<rdkit.Chem.rdchem.Mol object at 0x7efe3a3f4a80>,CCCC(CC)CC(C)(C)C,"(5.0, 5.0, 5.0)",0.996,0.512,0.849
<rdkit.Chem.rdchem.Mol object at 0x7efe3a3f4ad0>,CCC(C)CCCC(CC)C(C)C,"(5.0, 5.0, 5.0)",0.996,0.512,0.849
<rdkit.Chem.rdchem.Mol object at 0x7efe3a3f4b20>,CCCCCC(C)C(C)CCCC,"(5.0, 5.0, 5.0)",0.996,0.512,0.849
<rdkit.Chem.rdchem.Mol object at 0x7efe3a3f4b70>,CCC(C)(C(C)C)C(C)(C)C(C)C,"(5.0, 5.0, 5.0)",0.996,0.512,0.849
<rdkit.Chem.rdchem.Mol object at 0x7efe3a3f4bc0>,CCCC(C)CCCC(C)(C)C,"(5.0, 5.0, 5.0)",0.996,0.512,0.849
<rdkit.Chem.rdchem.Mol object at 0x7efe3a3f4c10>,CC(C)C(C)C(F)CC(C)(C)F,"(5.0, 5.0, 5.0)",0.996,0.512,0.849
<rdkit.Chem.rdchem.Mol object at 0x7efe3a3f4c60>,CCCC(C(C)C)(C(C)C)C(C)CC,"(5.0, 5.0, 5.0)",0.996,0.512,0.849
<rdkit.Chem.rdchem.Mol object at 0x7efe3a3f4a30>,CCCCCC(C)(CC)CC,"(5.0, 5.0, 5.0)",0.996,0.512,0.849
<rdkit.Chem.rdchem.Mol object at 0x7efe3a3f4d00>,CCCC(C)CCCOC(C)CCC,"(5.0, 5.0, 5.0)",0.996,0.512,0.849
<rdkit.Chem.rdchem.Mol object at 0x7efe3a3f4d50>,CCCCC(CCC)C(C)(C)CC,"(5.0, 5.0, 5.0)",0.996,0.512,0.849
<rdkit.Chem.rdchem.Mol object at 0x7efe3a3f4cb0>,CCCCCCC(C)CCCC,"(5.0, 5.0, 5.0)",0.996,0.512,0.849
<rdkit.Chem.rdchem.Mol object at 0x7efe3a3f4df0>,CCC(C)(C)CCCC(C)CF,"(5.0, 5.0, 5.0)",0.996,0.512,0.849
<rdkit.Chem.rdchem.Mol object at 0x7efe3a3f4e40>,CCCCCC(C)C(C)C(C)C,"(5.0, 5.0, 5.0)",0.996,0.512,0.849
<rdkit.Chem.rdchem.Mol object at 0x7efe3a3f4e90>,CCCCC(C)CCCC(C)(C)CC,"(5.0, 5.0, 5.0)",0.996,0.512,0.849
<rdkit.Chem.rdchem.Mol object at 0x7efe3a3f4ee0>,CCCC(C)CCC(F)C(C)C,"(5.0, 5.0, 5.0)",0.996,0.512,0.849
<rdkit.Chem.rdchem.Mol object at 0x7efe3a3f4da0>,CCOC(C)CC(CC)CC,"(5.0, 5.0, 5.0)",0.996,0.512,0.849
