molecule,smiles,condition,validity,unique,novelty
<rdkit.Chem.rdchem.Mol object at 0x7f54139874e0>,CCC(CC)CC(CC)C(C)C(C)CCC(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413987300>,CCCCCC(CC)CCCCCCC(C)CCCC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413987210>,CCCCCCC(C)CC(CCCCCC)C(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413987120>,CCCCCCCC(CC(C)CC)OCC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413987030>,CCC(C)CC(C)CC(C)CCC(C)C(C)CC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139876c0>,CCCCC(C)(C)CC(C)CC(C)C(C)C(C)(C)CC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413987e90>,CCCC(CC)(CC)C(C)C(F)CC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413987da0>,CCC(CC)CCCCC(C)C(C)C(C)CC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413987cb0>,CC(C)C(C)(CC(C)(C)C)C(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413987bc0>,CCCCC(CCC)CCCCC(CC)C(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413987ad0>,CCCCCOC(C)CC(C)C(CC)CC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413987f80>,CCCCC(C(C)CC)C(C)C(C)C(C)CCC(C)CC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139878f0>,CCC(C(F)F)C(C)(F)CC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413987800>,CC1C2CC(C)(F)C3C1CC23,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413987710>,CCC(C)CC(C)(CC)CC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413987670>,CC(C)CCCCC(C)CC(C)CCCCC(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139875d0>,CCCCCC(CCC)C(C)CCC(CC)CC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413987530>,CCCCCC(C)CCCCCCOC(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139873f0>,CCCCCCCCCOC(C)CC(C)CC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413987440>,CCCCCCCCBCCCC(CCC(C)C)C(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413987350>,CCCCCCCC(CC)CCCCC(C)CCCC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413987260>,CCCC(C)CCC(CCC)CC(CC)CCC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413987170>,CCCCCCC(C(C)CC)C(C)C(C)CC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413987080>,CCCCC(CCC)CC(C)CC(C)(C)CC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139879e0>,CCC(CCC(CCC(C)C)C(C)C)C(C)(C)C(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413982df0>,CCCCC(C)CC(C)C(C)CC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413982d00>,CCCCCC(C)(CC)CCCCCC(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413982ee0>,CCCCC(C)(C(C)CC)C(C)(CC)C(C)C(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413982c10>,CCCCCCC(C)CC(CCC)CC(C)CC(C)C(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413982a30>,CCCC(CC)C(CC)C(C)(C)CCCC(CC)CC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413982940>,CCCCCCC(C)CCCCC(F)C(C)CCCCC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413982850>,CCC(C)COC(C)C(CC)C(CC)CC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413982760>,CCCCC(CCCOCC)CCCC(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413982670>,CCOCCCC(C)CC(C)C(C)C(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413982580>,CCCCC(CCC)C(C)(C)C(C)CCCCC(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413982490>,CCCCCCOCCC(C)C(CC)CCC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139823a0>,CCCCCCC(C)CC(C)CCCC(CC)CCC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139822b0>,CCCCCCCC(C)CCCC(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139821c0>,CCCCC(C)CC(F)CCCCCCCCCC(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139820d0>,CCCCC(C)(CC(C)(C)C)C(C)(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413982f30>,CCCCCCCCC(C)(C)CCCCCCC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413982e40>,CCC(C)CC(C)C(C)CCCCC(CC)C(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413982d50>,CCCCCCCCC(CCCC)CC(F)F,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413982c60>,CCCCCC(C)C(C)(C)CCCC(C)CC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413982b20>,CCCC(C)C(C)(C)C(CC)(OC(C)CC)C(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413982a80>,CCCCCCC(C)C(C)CCCC(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413982990>,CCCCC(C)CCCC(C)(C)CC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139828a0>,CCCC(C)(C)C(CC)CCOCC(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139827b0>,CCCCCCC(CC)C(C)C(C)CCCC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139826c0>,CCCCC(C)CCCCCCC(CC)CCC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139825d0>,CCCCCCCC(CC)C(C)(C)C(C)CCCCCC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139824e0>,CCCCCCCCCC(CC(C)CCCC)C(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139823f0>,CCCCCCCCC(CCCC)CCCCC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413982300>,CCCCC(C)CCCC(C)CC(C)CC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413982210>,CCCCCCCCBC(C)C(C)(C)CCC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413982120>,CCC(CC)CC(C(C)C)C(CC)C(C)CC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413982b70>,CCC(C)C(Cl)CC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139745d0>,CCCCCC(CC)CCCCCCC(F)(F)CC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413974760>,CCCCC(C)CCC(C)(C)CC(C)C(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413982030>,CCCC(OCCC(C)(C)CC)C(C)(CCC)C(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413974f80>,CCCC(C)CC(CCC)CC(CCC)CCC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413974e90>,CCCC(C)CB(C)C(C)CCCC(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413974da0>,CCCCCCC(C)C(C)C(CC)C(C)C(C)CCC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413974cb0>,CCCCC(CCC)CCCCOCC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413974440>,CCC(F)CC(C(C)C)C(C)(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139749e0>,CCCCCC(C)C(CCC)C(C)(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413974030>,CCCC(C)CCCCCCC(C)CCCC(F)F,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413974080>,CCCCCC(C)(C(C)CC)C(C)C(C)(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139740d0>,CC(C)C(F)CC1CCC2C3CCCCC3CCC12,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413974580>,CCCC(CCCCC(C)C)CC(C)CC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413974ee0>,CCCCCC(C)(C)C(C)CCCC(CCC)CC(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413974df0>,CCC(C)C(CCCC(C)C)C(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413974d00>,CCC(C)CCCCCCC(CC)C(C)CCC(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413974c10>,CCCCCCC(C)(C)C(CCCC)C(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413974b70>,CCCCOCC(CCCC)CCC(C)CC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413974ad0>,CBCCCCCCCCCCCCCCC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413974a30>,CCCC(C)C(C)CCC(C)C(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413974990>,CCC1CCC2C3CCC(C3)C12F,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139ab030>,CCCCC(CC)CCCCC(C)(C)CC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139ab080>,CCCCCCC(C)CCCCCCC(C)CCCCC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413974710>,CC(C)C(C)C(C)(C)C1(C)CC(C)C2(F)CCC1CC2,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139ab0d0>,CCCC(C)C(C)CCC(C)C(C)C(C)(C)C(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139ab170>,CCCCCC(CC)(CC)C(CCC(C)C)C(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139ab1c0>,CCCC(CC)CCCCCCC(C)CCCC(C)CC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139ab210>,CCCCC(CC)C(C)OCCC(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139ab260>,CC(C(C)(C)C)C(C)(F)F,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139ab120>,CCCCCC(CC)B(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139ab2b0>,CBCCCCC(CCC)CCC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139ab350>,CCCCC(C)CCCOC(C)CC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139ab3a0>,CCCC(C(C)C)C(CC)C(C)(C)CC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139ab3f0>,CCCCCC(C)CC(C)CCCC(C)CCC(C)CC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139ab300>,CCB(C)CC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139ab490>,CCCCCCCCCCCCC(CCC)CC(C)CC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139ab4e0>,CCCC(CC)C(C)CCCCC(C)C(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139ab530>,CCCCCCCCC(C)(C)C(C)CCC(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139ab580>,CCCCCOC(C)CCCC(C)CC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139ab5d0>,CCCC(CCCCCCC(C)C)C(C)C(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139ab620>,CCCCCC(C)(CC)CCC(C)(CC)CCC(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139ab670>,CCCCCC(C)CCC(C)C(C)CC(C)(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139ab6c0>,CCCCCCCCC(C)OCCCC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139ab710>,CCCC(C)CCC(C)CCC(C)C(C)CC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139ab760>,CCCC(C)(C)CCC(C)CC(C)(C)CC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139ab7b0>,CCCCCCCCC(CCCC)CCC(C)CCC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139ab800>,CCCC(CCC)CCCCC(C)C(F)CC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139ab850>,CCCCCOCC(C)C(C)CCCCC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139ab8a0>,CCCOCC(C)C(C)C(C)(C)CC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139ab8f0>,CCC(C)(F)C(C)CCC(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139ab940>,CCCC(CCC)(C(C)CC)C(C)C(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139ab990>,CCCCC(C)C(C)C(CCC(C)C)C(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139ab9e0>,CCCCC(C)C(C)CCC(C)C(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139aba30>,CCCCCCCCCC(CC)(CC)CCCCC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139aba80>,CCCCCCCCC(C)CCCCC(F)CCCC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139abad0>,CCC(C)CCCCC(C)CCC(CC)CCC(C)CC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139abb20>,CCCCCCCCCCCCCC(C)(F)F,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139abb70>,CCCCC(C)CCC(CC)CCCC(CC)CCC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139abbc0>,CCCCC(C)CCOCC(C)OCCC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139abc10>,CCCC(CCC)CCCCCCCCCC(C)CC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139ab440>,CCCC(C)C(C(C)C)C(C)C(C)C(C)C(CC)CCC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139abcb0>,CCCCCC(C)(C)CCC(C)CCC(C)(C)CC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139abd00>,CCCCCC(CC)CC(C)CCCCC(CC)C(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139abd50>,CCCCCC(CC)(CCC(C)CC)C(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139abda0>,CCCCC(C)(CC(C)CC(C)C)C(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139abdf0>,CCCCCC(C)CCC(C)C(CC)CC(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139abe40>,CCC(C)C(C)CCC(C)(C)CCC(C)CC(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139abe90>,CCCCCCC(CCCC)C(C(C)C)C(C)C(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139abee0>,CCCC(C)(C)C(C)(C)C(CC)CC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139abf30>,CCCCCCCCCC(C)C(C)(CC)C(C)CCC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139abf80>,CCCCCC(CCC)CCC(C)CCCC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413998030>,CCCCCCC(C)(C)C(C)(C)C(C)C,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413998080>,CCCCC(C)C(C)CCC(CC)C(F)CC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139980d0>,CCC(C)CCC(F)C(C)CCC(C)CF,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139abc60>,CCOCCC(CC)CC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413998170>,CCCCCC(CCCC)C(C)C(C)CCCC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f54139981c0>,CCCC(C)C[B]C(CC)CCCC(C)CC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413998210>,CCCCC(C)CCCC(C)C(C)(C)CCCC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413998260>,CCCCCCC(CCC)C(C)CCCCC,5.0,0.996,0.931,0.909
<rdkit.Chem.rdchem.Mol object at 0x7f5413998120>,CC1C(CF)CCCC1(F)C1CCC2(C)CCCC2C1,5.0,0.996,0.931,0.909
