molecule,smiles,condition,validity,unique,novelty
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1b1d00>,CCCC(CCC(CCl)CCSC)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1b1c10>,CCC(CC)(C(C)C)C(C)C(C)C(C)C(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1b1b20>,CC(C=O)CCC1CCC2C1C2C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1b1ee0>,C[Si](C)(C)OC1OC2C1CC1C3C4CCC42C13,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1b1a30>,COCC1(C(C)S(C)(C)C)C(C)C(C)C1(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1b1940>,CC1CCC(C(C)CC(F)(F)S(C)(=O)=O)C1C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1b1760>,CC(C1CCCC1C(=O)Cl)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1b1670>,FC(F)C(F)(F)C1CC2CCCCCC1C2,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1b1580>,CCC1C(C)CCC1(CCC#N)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1b1850>,CCCC(C(C)C(=O)CCC(C)C#N)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1b1490>,CCC1(C)C(C#N)C1C(CC(C)(C)C)C(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1b13a0>,CCC(C)C(C)C(C)C1CC2C(C)C(C)C(CC(C)C)C12,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1b12b0>,CC(C)C1C(C)C2CC1C(C)C2(C)C(C)C#N,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1b10d0>,CCCCCC(CC)CC(C#N)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1abf30>,COC1(C)CC(C)C(C)C1CCCC(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1abe40>,CC(C)CC1C(C#N)C(C)C2C(C(C)C)C12,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1abd50>,CCCC(C)C(C)(C(=O)CC)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1abc60>,CCCC1(C(F)(F)F)C(=O)C(C)C1CC,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1b11c0>,CCC1C(C)C(C)(C)C(C(C)C)(C(C)C)S1(=O)=O,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1aba80>,CCC1C(CC)C2C1C2(C)C(C)(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1abb70>,CCN(C)C1C2CC3(CC)C4C5CC5C2C1(C)C43,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1ab8a0>,CC(C)C(=O)C(C)C(F)(F)CF,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1ab990>,CC(CCC1(C)CC1C(F)(F)F)CS(C)(=O)=O,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1ab7b0>,CC(C)C1C(C)C(C)C2(OC(C)(C)C2C)C1C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1ab5d0>,CC(F)(CCCC#N)C(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1ab6c0>,CC1C(C)C2(C)C3(C)C1CCC(C)(C)C23C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1ab440>,CCCC(CC)C1CCC(C(F)(F)F)C1CC,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1ab3a0>,CC1C(CC=O)C(C(F)(F)F)CC1(C)CC=O,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1ab300>,CC(C)CCC(C)CCCN(C)CC(C)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1ab4e0>,COC1(C(C)(C)C)CC1C(C(C)C)C(C)(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1ab120>,CC(C)CC(C)(C)C1(C)C(C)CC12C(C)CC(C)C2(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1abf80>,CCOCC(C)(C)CCC(C)(CC)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1ab030>,CCC(CCC#N)CC1CC(F)(F)C(F)(F)C1=O,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1abda0>,CCCOC(C(=O)Cl)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1abcb0>,CCCCC(F)(C(C)C)C(Cl)C#N,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1abbc0>,CCC(CC)C(CC(C)C)N(C)CCCC(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1abe90>,CCCC(C)(OC)C12CC1(CC)C(C)(C)C(C(C)(C)C)C2C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1ab9e0>,CPOOC(C(C)C)C(C)(C)C(C)C(C)(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1ab8f0>,CCC1CCC(C(F)(F)C(C)F)C1,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1abad0>,CCCCC(C)C1C(C)C2C(C)C3C4C2C1C31CCC41,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1ab710>,CCC(C)(C(=O)OC)C(F)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1ab800>,CC(C)C12CC(C#N)C3C(C1)C3(C)C2(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1ab530>,CCC(C)CS(=O)(=O)CC(C)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1ab490>,CCCC1(C(F)(F)F)C(C)CCC2CCC21,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1ab620>,CC(C)(C)C(C)(C#N)O[Si](C)(C)C(C)(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1ab3f0>,CCCC(F)(F)C(CCCCCl)CO[Si](C)(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1ab350>,CC(C#N)CC(C=O)S(=O)(=O)CCC(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1ab210>,CC(C#N)C(C=O)C(C=O)(C=O)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1ab170>,CCCCCC(C(C)(C)C)[Si](Cl)(Cl)CC,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1ab260>,CC(C)(C)C1CCC2C3C4C(C5CC(=O)C251)C3(C)C4(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1a5ee0>,CCC(C(C#N)CCCCC=O)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1a5df0>,CCCCCCC(CCCC)(C(C)OC)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1ab080>,CCC(C)(C)C(C)(C)C(CCC#N)C(C#N)O[Si](C)(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1a5d00>,CC1CC(CS(=O)(=O)F)C(C)(C)C(C)(F)C1C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1a5b20>,CCCC(C)C1(C)C(C)C(C(C)C)C1(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1a5a30>,CCCC1C(C)C(CC)C1(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1a5940>,CCCCCCC(C)C(C)C(F)C(C)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1a5850>,CSC(C(F)F)C(F)CCC(C)=O,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1a5760>,CCCC(N(C)C(C)C(CC)CC=O)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1a5c10>,CCC(Cl)C(CCCC(C)C(C)CCC(C)C)C(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1a5670>,CC(C=O)C(C)S(=O)(=O)C(F)(F)C(C)C=O,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1a5490>,C[Si](Cl)CC(Cl)C[Si](C)(C)Cl,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1a53a0>,CCCC(Cl)CCC(OC)C(C)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1a5580>,CCC(C(F)(F)F)C(CC)(CC(C)C)C(C)=O,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1a51c0>,CC1CCC(OS(=O)(=O)C(F)(F)F)C1C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1a52b0>,CC(C)CCS(=O)(=O)CC(C)C(C)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1a5f30>,CC1CC(C)C(CC(F)(F)F)(C(C)C=O)C1,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1a5e40>,CCC(C)C1CCC(C(F)(F)F)C1(C=O)CC,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1a50d0>,CCCC(C)C(C=O)O[Si](C(C)C)(C(C)C)C(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1a5c60>,COS(=O)(=O)C(F)(F)CC(C)(C)C(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1a5b70>,CC1CCS(=O)N1C(C)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1a5a80>,CC1(C(F)(F)F)CC(C2CC2)CS1(=O)=O,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1a5990>,CC(C=O)CCC(C)C(F)(F)C(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1a5d50>,CC(C)C(C=O)C1(C)C2C(C)C2S(=O)(=O)C1C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1a58a0>,CCC1C(C)C(C)(C(C)C)C(C)(C)C(C)C1(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1a57b0>,CC(C)(C)C1CC1(C)S(=O)(=O)CCCC(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1a56c0>,CCC(C)CCC(C)(C(C)C)C(C)C(C)(CC)C(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1a54e0>,CC(C)CC(CC(C)C)C(C)(C)C1C(C)C1C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1a53f0>,CCC(CC)C(C)(C)C(C)C1C(C)C1C#N,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1a55d0>,CC1CCC2CC(F)(C1)C(F)(F)C(C)(C)S2,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1a5300>,CCC1C2C1(C)C1(OC)CS(=O)(=O)C21C(C)C#N,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1a5120>,CCC1C2C(C)C(C(C)C(C)C)C12,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1a5030>,CCC1C(C)C(C(C#N)C(C)C)C1(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54e2f5b7b0>,CC(CF)C(CF)S(=O)(=O)C(C)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54e2f5b440>,CC(CCCCC(C)(F)F)C(Cl)C#N,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54e2f5b5d0>,CCC(C)C(C)C(C(C)C)C(C)(C)C(C)CC,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54e2f5b580>,CCC(C)(C)C(C)C(C)C(C)(C)C(C)C#N,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1a5210>,CC(C)C(C)(C#N)O[Si](C)(C)C(C)(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54e2f5bf80>,CC(C)C(C)(C)C1(C)C(C)C(C=O)C1(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54e2f5be90>,CCC(C)C(C)C1C2CC(C)(C)C(C)C(C2C)C1(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54e2f5bda0>,CC(C)C12CCC3C4C5C6CCCC7C3C1(C4C6C2)C75,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54e2f5bbc0>,CCCC(C#N)CCN(C)C(CC)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54e2f5bad0>,CC(=O)CC(F)(F)C(C)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54e2f5bcb0>,CCC1(C)C(C)C2C1C1CC3CC4C3C4(C)C(C)(C)C2C1,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54e2f5b760>,CCCC(=O)OC(C(F)F)C(C=O)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54e2f5b3f0>,CC(=O)OC(=O)CC(F)(F)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54e2f5bee0>,CCCCCC(C)(C#N)CC(C)CC(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54e2f5bdf0>,CCC1CC(C(F)(F)F)C(C)(CCOC)C1CC,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54e2f5bd00>,CC(C)CC(C1CC2CCCC21)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54e2f5bc10>,CCCCCS(=O)(=O)C(CC)C(C)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54e2f5b2b0>,CCCC(CCC)C(C)(C)C(=O)CC(C)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54e2f5bb20>,CCC(C)C(C)C(C)(C(C)C)C(C)(C)CC(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54e2f5b990>,CSC(SC)C(C(C)C)C(C)(C)SC(C)(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54e2f5ba30>,CC(C#N)CC1C(C)C2C3C1C3S(=O)(=O)C2C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54e2f5b8f0>,CC(C)C(C)C1(C(C)C)CCC(C)(C)C(C)C1C(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54e2f5b850>,CCC(C)(O[Si](C)(C)[Si](C)(C)C)C(C)CC#N,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1db030>,CC1C(C)C2(C)C1CC2(C(C)C)C(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1db080>,CCCC(C#N)CCC(C)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54e2f5b800>,CCCCN(C)C(C(C)CC(C)(C)C(C)(C)C)C(C)(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1db120>,CC(C#N)C1(C)C2C3CCC(C32)C2CC21C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1db0d0>,CCC(C)OC(=O)C(F)(F)C(F)(F)S(=O)(=O)OC,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1db1c0>,CC1C(C(Cl)CCl)C1(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1db170>,CCC(=O)C(C)C(C)OS(=O)(=O)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1db260>,CCCC1C(C)C(C(C)(C)C#N)C2C(C)C12,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1db2b0>,CCCC(CC)C1C(C)C1(Cl)Cl,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1db210>,CC1CC(C)C(C)(C)C1C(C)C(C)(C)C(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1db300>,CC(C)C1C(S(C)(=O)=O)C1(C#N)C(C)(C)C=O,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1db3a0>,CCC12CC(C(C)C)C3C(C)C1(CC)C32C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1db3f0>,CCC1(C(C)C(Cl)(Cl)C(C)C)CC1,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1db440>,CCC(C)C(C)C(C)C(C)(C)C(C)(C)C#N,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1db490>,CCCC(C=O)C(C)(C=O)C(C)CC(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1db350>,CCC(O[Si](C)(C)C)O[Si](C)(C)C(C)(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1db4e0>,CCCC1C(S(C)(=O)=O)C1(C#N)C(C)C(C)(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1db580>,CCC1CCC(CC(F)(F)F)C2CC12C#N,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1db530>,CC1(C)C(C(F)(F)F)C(=O)S(=O)(=O)C1C1CC1,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1db5d0>,CC(C)C(C)C(CCC(C)(C)C(C)C(C)C)C(C)(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1db620>,CCC(C)C(C)C(CC)C1C(C)C1C(CC)C(C)CC,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1db670>,CCCCCCC(F)(F)C(C)(Cl)S(=O)(=O)CC,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1db710>,CC(=O)CCC(C)C(C(C)CC=O)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1db760>,CCCC(C(F)(F)F)C1(C#N)CCCC1,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1db7b0>,CCCC(COC)C(F)(F)C(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1db6c0>,CC1C(C=O)C(C)(C)C2(C)C(C)C12S(C)(=O)=O,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1db850>,CCCC1C(C)C(C)C2(C)C(C)C12C#N,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1db800>,COC(C)C1C(C(C)C)C(C(C)(C)C)C1(C)C=O,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1db8f0>,CCCCCC(C)CC(C)(C)CC(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1db8a0>,CCC(C)(C(C)C)C1(C)C(C)CC(C#N)C1C(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1db990>,CCC(O[Si](C)(C)C(C)(C)C)C(C)Cl,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1db940>,CC(C)C1CCCC(C(C)(C)C(C)(F)F)C1C=O,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1dba30>,CCCC(CC)N(C)CS(=O)C(C)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1db9e0>,CCC1(CC2CCC(F)(F)C(C)C2)CC2C(C1)C2(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1dba80>,CC[SiH](C)OC(C)CCCCC(C)(C)CC(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1dbb20>,COS(C)(C(C)(C)C)C(C)(C)C(C)(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1dbb70>,CCC(CCCC1CC1(F)F)C(F)CF,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1dbbc0>,CCC(C)(C)C(C)(F)C(C)OC,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1dbad0>,CCC[Si](C)(C)[Si](C)(C)C(C)C(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1dbc60>,CCO[Si](C)(C)C(Cl)C(C)Cl,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1dbc10>,CCC(C)CC(C)C1(C)CC(C(F)F)C(C)(C)CC1CC,-2.0,0.96,0.981,0.984
