molecule,smiles,condition,validity,unique,novelty
<rdkit.Chem.rdchem.Mol object at 0x7fa145e630d0>,CC1CC(C)(COS(=O)(=O)C(F)(F)F)C1(C)C,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e5dc60>,CC1CC2C(C)C(C)C2C1C(C)C(F)(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e5dd50>,CC(C)C(C)C(F)CCCC(F)CCCC(C#N)C(C)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e5da80>,CCC(C)C1(CC)C2C(C)C1(CC)C2C,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e5d990>,CC(C)CC(C)C(F)(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e5d8a0>,CCC12CC1C1(C)C(C(F)(F)F)C21C#N,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e5db70>,CC1CCC(C(F)(F)C(F)(F)C(F)C(F)(F)F)C1,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e5d6c0>,CC(F)CCCC(C)C(F)(F)C(C)C,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e5d7b0>,COC(=O)OC(C)CC(C)(C(F)(F)F)C(F)(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e5d5d0>,CCC(OC)(C(C(C)C)C(F)(F)F)S(C)(=O)=O,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e5d3f0>,CCC1C(C)C(CC(C)(C)C(F)(F)F)C1C,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e5d4e0>,COC12C(C)C1C1C(C)CS(=O)(=O)C1C2C(C)C,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e5d300>,CCC(C)C(C)C(C)C(F)(F)C(F)(F)C(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e5d210>,CC1C(C)C2(C)C(C)C(C)(C)C(C)(C)C(C)C2(C)C1(C)C,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e5d030>,CC(C#N)C(CC=O)C(F)(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e5d120>,CCC(F)(F)C(C(F)(F)F)C(F)(F)C(C)(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e5df80>,CCCC(C)(C)C(CC(F)(F)F)S(C)(=O)=O,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e5de90>,CC1C2C(C(F)(F)F)C1(C)C(C)(C=O)C2(C)C,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e5dcb0>,CC(F)C(F)(F)C(F)(F)C(C)(C)C(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e5dbc0>,CC(Cl)C(CCl)C(Cl)C(Cl)CCl,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e5dda0>,CCC1CCC(C)C1C1(C)CC2CC(F)(F)C1(F)C2,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e5d9e0>,CCC(C)SC(C)C(F)(F)CF,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e5d8f0>,CCCCC[Si](Cl)(Cl)C(C)Cl,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e5dad0>,CCCCC(C)(OC(=O)C(F)(F)F)C(F)(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e5d710>,CCCC(C)CC(Cl)C(Cl)C(Cl)Cl,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e5d800>,CC(=O)CC(F)(F)C(F)(C(F)F)C(F)(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e5d530>,CCC(F)(F)C(C)C(C)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e5d440>,CC(C)CCCCC(F)(F)C(F)(F)C(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e5d620>,CCC(C)(C)C(CC(C)C)(C(C)C)C(C)C(C)C#N,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e5d260>,CCC(CC)C(CC)C(F)(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e5d170>,CSC(F)C(F)(CC(F)F)C(F)(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e5d350>,C1C2C3OC4C1C2C1C2CC3C3CCC5C2C1C5C34,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa14d165260>,CSC(C(F)(F)F)C(F)(F)C(C)(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e5d080>,CC(C)C(C)C(C)(CC(C)(C)C#N)C(F)(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa14d1653f0>,CCC(C(C)C)C(C(C)C1CCC(C)CC1)C(F)(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa14d165ee0>,CCC(C)C1C2C3CC3(C)C12,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa14d165df0>,CC1C(C=O)C2CC3C1C1C2C31C#N,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa14d165440>,CC1C2CC3CCC(C(C)(F)F)(C12)C(F)(C(F)F)C3C,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa14d165c10>,FC(F)C(F)(F)C(F)(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa14d165b20>,CC(F)(C(F)(F)F)C(F)(F)C(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa14d165d00>,CC(CCCS(C)(=O)=O)CC(C)(C#N)C(F)(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa14d165940>,CC(C(F)(F)F)C(C)(C)CCC(C=O)CC#N,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa14d165a30>,CCC1CC23CC2C(C)(C3C)C1(C)C(C)C(C)C,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa14d1651c0>,CC(CC(C)C(C)(C)C(C)C)CC(C)(C)C(C)C(C)(C)C,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa14d165f30>,CCCC(C)C(O[SiH](C)C)[Si](C)(C)C,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa14d165e40>,CCCCCCSC(F)(F)C(C)(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa14d1652b0>,CC(C)(C#N)C(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa14d165c60>,CC1C2C3C4CC2C(C)(C)C2C1C3C42,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa14d165d50>,CCCC1CCC(C)C1(C)OS(=O)(=O)C(F)(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa14d165a80>,CCC1(C(C)C(F)(F)F)CCC1C(F)(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa14d165b70>,CCS(=O)(=O)C(C)CC(C)(C(C)C)C(F)(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa14d1658a0>,CC1CC(C)(C(F)(F)F)S(=O)(=O)C1C,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa14d165800>,CC(=O)C(F)C(C)(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa14d165760>,CCC1C2CC(C)C(C(F)(F)F)(C2C)C1CC,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa14d1656c0>,CCC(F)CCC(C)(F)C(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa14d165670>,CCC(C(C)C)N(C)C1C(C)C1C(F)(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e81030>,CCC(C)CCC(C=O)C(C)C(C)C(F)(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e81080>,CCC(Cl)C(F)(F)CF,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e810d0>,COC(=O)CC(Cl)C(F)(F)C(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e81120>,CCCC(C(C)Cl)C(F)(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e81170>,CC(CCF)CCCCCC(F)C(F)C(F)C(C)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa14d165990>,CCCC(C(C)C)C(C)C(C)(C(C)C)C(C)C(C)C,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e811c0>,CC(F)(F)C(F)C(F)(F)C(F)(F)C(C)(F)C(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e81260>,CC(C)C(C)C(C)C1CSCC1(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e81210>,CCS(=O)(=O)C1C(C)CCC1C(C)C(F)(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e81300>,CC1C2CC3CC4C1C1C2C3C41,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e812b0>,CCC1C2C(C)C12CC1CC2C1C1C3C4CCC3C(C4)C21,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e813a0>,CC1CC(C)C(C(C)C(F)(F)F)N(C)CC1C,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e81350>,CC(F)C(F)SC(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e81440>,CC(C)[Si](F)(OC(C)(C)C)C(C)(C)C,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e81490>,CCC(CC(C)F)CC(F)C(F)C(C#N)C(C)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e814e0>,CCC1(C(F)(F)F)CC(CC(C)C#N)CC1C,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e81530>,CC(F)CC(C(F)F)C(C)C(F)(F)C(C)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e81580>,CC(CC(F)F)C(F)CC(C)(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e813f0>,CCCCC1CCC(C(F)(F)C(F)(F)C(F)(F)F)C1,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e815d0>,COS(=O)(=O)C(F)(F)C(F)(C(F)F)C1CCCC1,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e81620>,CC(C)CC([SiH])C(C)C(C)(C)C(C)C(C)(C)C(C)C,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e816c0>,CCCC(C)(C(C)C(C)=O)C(C)C(F)(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e81710>,CC1CC(C)C2C3C1C(F)(F)C23F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e81670>,CC(C)CC(CC(C)CN(C)C)C(C)C(F)(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e817b0>,CCCCC1C(CCC(C)C(C)C)C1(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e81800>,CCCC(C#N)C(C)C(Cl)[Si](C)(C)C,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e81850>,CCCCCCCC(C)C(C(F)(F)F)C(F)(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e818a0>,CC(C)PCCC(C)(C)PC(Cl)Cl,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e818f0>,COC(C)S(=O)(=O)C(F)(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e81940>,CCCC(C)C(C)(CCC(F)(F)F)C(C)C#N,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e81760>,CC(C)C(C)(C1CCO1)C(C)(C)C(F)(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e81990>,CCC(CS(=O)(=O)C(C)(C)CC)C(F)(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e81a30>,CC(C(F)F)C(C)C(F)(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e819e0>,CCCC(C(C(F)(F)F)C(F)(F)F)C(C)(C)C,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e81ad0>,CCCC(CC(C)CC)C(C(F)F)C(F)(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e81b20>,CC(F)(C(F)F)C(F)(F)S(=O)(=O)CF,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e81b70>,CC(C)C1C(C(C)C[Si])C1(C)C,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e81bc0>,CC(C)CC(C)C(F)(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e81c10>,CC(CC1(C)C(Cl)C1Cl)C(Cl)Cl,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e81a80>,CCC(C)C(C)C(C)(OC)C(CC)CC(F)(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e81c60>,CCCC(C)C(C)(C(C)(C)C(C)C)C(C)(C)C(C)C,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e81d00>,CC1C(C)(C)C1(Cl)Cl,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e81d50>,CCC1C(C)CC2OC(C)(C(F)(F)F)CC21,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e81da0>,CC1C(Cl)C1C1C2C1(C)C21SC12CC2,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e81df0>,CCCC1C(C(C)C)C1(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e81cb0>,CCCC(C)C(C=O)C(C(F)(F)F)C(F)(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e81ee0>,CC(C1CCC(=O)O1)C(C)C(F)(F)C(F)(F)F,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e81e40>,CC(C)(C)C(C)(C)C(C)(C)C(C)(C)C(C)(C)C(C)(C)C,5.0,0.918,0.964,0.957
<rdkit.Chem.rdchem.Mol object at 0x7fa145e81e90>,COC(C(C)C)C(C)CCC(F)(F)CC(F)(F)F,5.0,0.918,0.964,0.957
