molecule,smiles,validity,unique,novelty
<rdkit.Chem.rdchem.Mol object at 0x7f8f319d0030>,COC(=O)OCCOC(F)(F)COC(F)(F)F,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319d03f0>,CCC1C(=O)C(C)(CC(C)=O)CS(=O)(=O)C1C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319cae90>,CCC(C)C(=O)CCCC(CCC#N)C(C)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319cada0>,CCC(=O)C(CC)(CC=O)CC(=O)OC(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319caf80>,CCCC(=O)C1(C)C(C)OCC(CC)S1(=O)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319cabc0>,CCCC(C)CCCCC(=O)C(C#N)CCC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319caad0>,CCCCCCC(CCCC)OC(=O)OCC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ca9e0>,COCCCC(=O)C(C=O)CCC(=O)CC(C)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ca940>,CC1CCCCCS(=O)(=O)C(CC#N)CC1C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ca8a0>,CCCCCCOC(=O)OOC(=O)OC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ca800>,CC(=O)CCCC1CCC(C)C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ca620>,CC1CCCC2CC2CC2C(C)CC12,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ca530>,CCCC(C)C(C)C1CC(C)C(C)C1C(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ca440>,CCC(C#N)C1(C=O)CCCC(C)(C)C1CC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ca350>,CCC1(C)C(=O)OC(C)(CC(C)CC=O)C1C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ca260>,CCC1COC(=O)C1(CC)CC(C)C1CC1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ca170>,CCCC1COC(=O)OC(C)CC(N(C)C)C1CC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ca080>,CCCCCC(CC)CCC(C#N)CCC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319caee0>,CCCCCC1C(C)CC2COC(=O)C21,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319cadf0>,CCCCCC(C)(CCCCC)C(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319cacb0>,CCC(CCCC(C)(C)C)CC(=O)CCC(C)(F)F,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319cac10>,CCCCCC(CCC)CCOC(=O)OC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319cad00>,CCCC(C#N)CC(C(C)=O)C(=O)C(C)(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319cab20>,CC(OC(=O)CCC(=O)C(C)(F)F)C1CCCC1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319caa30>,COC(=O)COC(=O)OC(C)C(C)CC(C)(C)N(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ca8f0>,CCCC(CC)OC(=O)CC1(OC(=O)OCC)CO1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ca850>,CCCCCCC(C)C(F)CCCCN(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ca710>,CC(=O)C1CCC(C)(C)C1CC(C)CCC#N,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ca990>,CCC(=O)C(=O)OCS(=O)(=O)CCC(F)(F)F,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ca670>,CCC(=O)CC1(C)CC(=O)C(C#N)C(C)C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ca580>,CCCC(=O)CCC(C)(CC#N)CC=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ca490>,CCC(C(C)=O)(C(C)C)C(C)(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ca3a0>,CCCCCC(C)CCCCC(C)(C=O)C=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ca2b0>,CC1CCCC1C1CCC(C)C2CCC21,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ca760>,CN(C)CCOC(=O)C1(C)OC(=O)OC1(C)C=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ca0d0>,CC(C)C1CC(C=O)CC(C)S(=O)(=O)CO1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319c4f30>,CC1CCC(CC(C)CC2CC3CCC2C3)C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319c4e40>,COC1CCC(C)C(C)CC(=O)CC1CC=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319c4d50>,CCCC(CCC(CC)C(=O)CC)OC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319c4c60>,COCC(COC(=O)OCCC=O)OC(C)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319c4b70>,CC1CC2(C)C(CC=O)C(C=O)CC2C1C=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319c4a80>,CCCCC(CC)C(=O)OC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319c4990>,CCCCC(CC(=O)CC1CC1)C(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319c48a0>,CC1CN(C)CC2OC(=O)OC2C12CCOC2C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319c47b0>,COC(=O)C1CCCC1CCC(F)F,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319c46c0>,CC1CCC2CCC(C#N)(S(C)(=O)=O)CC12,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ca1c0>,CCC(C)C(C)C(C)CS(=O)(=O)S(C)(=O)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319c44e0>,CCCCCC(C)C(C)(C)CC=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319c45d0>,COC(=O)OC(C)C(CN(C)C(C)C#N)C(C)OC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319c4300>,CCC1CCCCC(C)(C(C)C)S1(=O)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319c4210>,COC(C(C)C)C1CC2CC(C)CC(C2)C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319c43f0>,CCC(C)C(CC(=O)OC)C(C)(C)C(=O)C(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319c4030>,CCCC(CCC(=O)C1CCC2CCCCC2C1)OC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319c4120>,CCCS(=O)(=O)CC(=O)CCC(CC)C(=O)OC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319c4e90>,CCCCCCCCCC(C#N)CC(C)CCC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319c4f80>,CCC(CCC(CS(C)(=O)=O)C(=O)OC)C(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319c4da0>,CC1N(C)CCC(C=O)C(=O)C12COC(=O)O2,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319c4cb0>,CC(C)(C)C(=O)C1(C)CC(C=O)COC(=O)O1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319c4bc0>,CCCC(OC(=O)OCCCC(=O)OC)C(C)(C)CC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319c49e0>,CCCCCS(=O)(=O)C(C)CCCCCC#N,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319c48f0>,COC1CCC(C(C)=O)C2(CCCC2)C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319c4800>,CCC(CCC(C)(CC)CC)C(C)C#N,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319c4710>,CCC(=O)CCC(C)CC(C#N)S(=O)(=O)CC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319c4620>,CCCOC(C#N)C(C)C(C=O)OC(=O)OC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319c4530>,CCCCC1(C(C)=O)CC2CCC1C2,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319c4440>,CC1CCCN1CCOC1COC(=O)OC1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319c4ad0>,CC(C(C)(C)C)C1(C)C(C)(C#N)CS1(=O)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319c4260>,CCOC(=O)CC(CCC(C)C(C)C)C(C)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319c4170>,CCCCC(CCC)N(C)CCC(C)(C)CC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319c4080>,CC(=O)C1CC(C)CCC2(C=O)CC(C)C1C2,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f38776620>,CCCCCCC(OC)C(CCC)CS(C)(=O)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319c4350>,CCC(C)C(CC)(CCS(C)(=O)=O)C(=O)OC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f38776800>,CC(C)C(C)CCC(C)(C)N([B]F)C(C)(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f38776ee0>,CCC12CN1CCC21CCC(C)OC(=O)O1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f38776df0>,COC(=O)CC(C)(C)CSCCCCC(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f38776d00>,CCCCCC(C#N)CCCC(C)C(C)(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f38776c10>,CCCC(C)C(C#N)CCCCC(C)C=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f387764e0>,CC(C=O)CCCCOC(C)(C)CCCC=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f38776a80>,CCCCCCCC(C)C(CC)CC(C)CC(C)C(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f387761c0>,CCOC(=O)OCC(C#N)C(C)C(C)(C#N)OC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f38776080>,CCC(C)C(C#N)CCCC(CC)S(C)(=O)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f38776670>,CC1C(C=O)C(C)(C)CC(C#N)C(C)(C)C1C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f38776170>,CC(C)(C)CC(C)(C)CCC(=O)OCC=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f387767b0>,CCC1CCC1(CC)CC(C)(C=O)C(C)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f387760d0>,CC(C)C1CCN(C)C(C)C(=O)C(C)C(C)(C)C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f38776e40>,CCCC(C)(C(C)C)C(CC)CCCCC(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f38776d50>,CCCC1CC(S(C)(=O)=O)CC(=O)CC1C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f38776c60>,COC1(C)C(C)COC(=O)OC(C)CC1(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f38776b70>,CC(CCOCCCN(C)C)C1COC(=O)OC1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f38776ad0>,CCCC1(C)OC(=O)OCCOCCS1(=O)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f38776f30>,CCC1CC(N(C)C)C(C)(N(C)CC)CCOC(=O)O1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ce030>,CCCCC(C)C1C(C)CC2CCC(C)CC2C1CC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f38776a30>,CCOC(=O)OC1(C)C2CC2C(C=O)S1(=O)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ce0d0>,COCC(=O)CC(C)CCOC(=O)OCCC=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ce080>,CC1CN2C3COC(C)C3C(N(C)C)C2C(C)C1N(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ce120>,CCC1=C(OCCOCCOC)S[C](C2=[S]C=CS2)S1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ce1c0>,CCCC(C)C(CS(=O)(=O)CC#N)C(C)C=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ce210>,CC(C)C1CCC(C)C(CCC2CCCC2)C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ce260>,CCCCC(C)(C#N)C(CN(C)C)OC(=O)OCC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ce2b0>,CCCC(CC)C(CC)C(C#N)O[Si](C)(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ce300>,CCC(C(C#N)C(C)(C)C)C1(C#N)CCCC1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ce350>,CCC(C)(C#N)CC1CCCCCC1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ce3a0>,CCC(C)CC(CCC(C)(C)CC)S(C)(=O)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ce170>,CCOC(=O)OCC(C(C)(C)CC)S(=O)(=O)OC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ce440>,CCC12CC3C(C)(CC4CCCC31CC4)C2,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ce490>,CCN(C)CC(C)(C)CCC(=O)COC(=O)OC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ce4e0>,CCCCC1C(CC(C)C)CC(CCC)C1N(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ce530>,CC(C)C(=O)CCCCC(C(C)C)C(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ce3f0>,CC(C(=O)CC=O)C(=O)C(C)S(=O)(=O)CC=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ce5d0>,COC(CCC(C)C(C)C)C(C)SC(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ce580>,Cc1ccsc1N,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ce670>,CCCCCCCCC(=O)C(C)CC(=O)OC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ce6c0>,CC1CCCC(C)C(C)(C)CCC(=O)CC1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ce710>,CCCCCC(C)(C)COCC(C=O)C(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ce760>,CC1CC2CC1C1C3CCCCCCC(CC3)C21,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ce620>,CCC(C)CS(=O)(=O)CCC(COC)C(C)(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ce800>,COC(=O)CC(C#N)CC(CC#N)C(C)(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ce850>,CCCCC(CC1CCCCC1)OC(C)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ce7b0>,CC(CC#N)C1(C)N(C)CCCC12COC(=O)O2,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ce8f0>,CCC(C#N)COC(C)S(=O)(=O)CC(C)C=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ce940>,CCC1CC(C#N)(CC(C)C)C(CC)CC1C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ce8a0>,CCC1(C)C(N(C)C=O)S(=O)(=O)C1S(C)(=O)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ce9e0>,CCCC1CCC(CC(CC)CCCC#N)CC1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319cea30>,CCCCCC(C)CC(CCCOC)OC(=O)OC(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319cea80>,CC1CCCCC1CCC1CCCC2(C)CCCC12,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319cead0>,CC1C(=O)CC2C3CCCCC34CCC1C24,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ce990>,CC(C)CC(C)S(=O)(=O)C(C)C(C)CCN(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ceb70>,CCCCCCCCCCCCC(F)CC(C)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319cebc0>,CC1CN(C)C(COCC(C)(C)C)COC(=O)O1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319cec10>,CCCCCC(CC)C(CCC)CCCCC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319cec60>,CCC(CC=O)CCC(CC)C(=O)CC(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319cecb0>,CCCC(=O)N(C=O)CC(C)OC(=O)OCC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ced00>,CCC(C)C(C(C)C(=O)OC)N(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ceb20>,CCCC(N(C)C)C1(C)OC(=O)OCC(C)(C)C1C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ceda0>,CCCC1C(CC)C2C(C)C(OC)CC12CC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319cedf0>,CC1COCC1CC1CC2CCCC2C1C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319cee40>,CCCCOC(=O)OC(C)(CC)CS(C)(=O)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319cee90>,COCCCC(C)(CC(=O)OC)C1COC(=O)O1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ceee0>,CCC(CC)C(C=O)CC1C(C)CC1COC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319cef30>,CC1CC(C)(C)C(C)(C)C(C#N)CC1C=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319ced50>,CC1C(=O)C(C)S(=O)(=O)C2CC1C1CC12,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319cef80>,CC1OC(=O)CS(=O)(=O)CC1(C)OC(=O)C#N,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319fc080>,CC(=O)CC(C=O)CS(=O)(=O)C(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319fc0d0>,CCC(C)CC(=O)CC(C)C(=O)C=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319fc120>,COCC(C)CC1(C)CCC2C(=O)OCC2(C)C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319fc170>,CCCCC(C)(CCC=O)C(=O)C(C)CCOC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319fc1c0>,CCC1(CC#N)CCCC2(CCC(=O)C2)C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319fc030>,CC1CC(C)S(=O)(=O)CC2C(=O)CCC1C2C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319fc260>,CCCC1(C)C(C)CCC2CCC(=O)OCCC21,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319fc2b0>,CC(C)(C)C(=O)C1CCCCCC1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319fc300>,CCC1CCCC(C(=O)C(C)C(C)C)CCC1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319fc350>,CCC(C)C(C)C(CC)(CCC#N)C(C)C=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319fc3a0>,CCCCC1CN(C(C)C)C2(CCCC2)C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319fc3f0>,CCC(CC(C)=O)C(C=O)C(Cl)Cl,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319fc440>,CCC(=O)C12COCS(=O)(=O)C(C)C1C2C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319fc490>,CCCCS(=O)(=O)C(CC)C(CC#N)CCC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319fc4e0>,COC(=O)OCCN(C)CCC(=O)C(C)CC#N,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319fc530>,CC(C)C1CC2CC(C#N)(CS2(=O)=O)C1C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319fc580>,CCCC1C(C)C12C(C)C1CC(C)C12,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319fc5d0>,CCCC(C)CCCC(C)C(=O)C(C)(C)C#N,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319fc620>,CCC(CC)CCCCCC(C)C(CC)CC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319fc670>,CCC1(N(C)C)CCOC(=O)OCC(C)C1C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319fc210>,CC(=O)C(C)(C)OC(=O)C(C(C)C)C(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f319fc6c0>,COC(=O)C(=O)CC(=O)OCC(CC(C)=O)OC,0.996,1.0,0.938
